作品id,作品名,人物id,名字,朝代,时期,国家,文体,写作时间,创作背景,内容简介,相关作品,相关人物,相关地点,相关事件,诗歌全文,sentiment1,sentiment2
3502,《江城子》,739,欧阳炯,唐,唐,,词,,作者早年游历时，过金陵所作。,描写金陵江边的落日景色，表达了作者抚今思昔，感叹国家兴亡的心情。,,,,,晚日金陵岸草平，落霞明，水无情。六代繁华，暗逐逝波声。空有姑苏台上月，如西子镜，照江城。,思,乐
3639,《小重山》,433,宋徵舆,明,明,,词,,,,,,凤凰台、景阳宫,,"春流半绕凤凰台。十年花月夜、汛金杯。玉箫鸣咽画船开。清风起，移櫂上秦淮。
客梦五更回。清砧迎塞雁、渡江来。景阳宫井断苍苔。无人处，秋雨落宫槐。",思,乐
2240,《秋柳》,452,王士禛,清,清,,七言律诗,顺治十四年（1657）,诗歌写成之年正遇乡试，名士云集，作者与友人在大明湖会饮，有感而作。,咏物，抒发盛衰兴亡之感。,《忆秦娥》、《谓城曲》、《凉州词》,李白、王维、王之涣,,,"其一
秋来何处最消魂，残照西风白下门。
他日差池春燕影，祗今憔悴晚烟痕。
愁生陌上黄骢曲，梦远江南乌夜村。
莫听临风三弄笛，玉关哀怨总难论。
其二
娟娟凉露欲为霜，万缕千条拂玉塘。
浦里青荷中妇镜，江干黄竹女儿箱。
空怜板渚隋堤水，不见琅琊大道王。
若过洛阳风景地，含情重问永丰坊。
其三
东风作絮糁春衣，太息萧条景物非。
扶荔宫中花事尽，灵和殿里昔人稀。
相逢南雁皆愁侣，好语西乌莫夜飞。
往日风流问枚叔，梁园回首素心违。
其四
桃根桃叶镇相怜，眺尽平芜欲化烟。
秋色向人犹旖旎，春闺曾与致缠绵。
新愁帝子悲今日，旧事公孙忆往年。
记否青门珠络鼓，松枝相映夕阳边。",悲,思
2923,《摸鱼子（望参差冶城烟树）》,637,白朴,元,元,,词,,在白朴的成长过程中，有一个人对他起过相当重要的影响，这就是元好问。1233年南京被攻陷后，一片喊杀声中元好问抱着被他视为“元白通家旧，诸郎独汝贤”的神童白朴逃出京城，自此，白朴有很长一段时间生活在他身边。白朴自幼聪颖好学，这时又有大学问家元好问的悉心指导，因此他的学业取得突飞猛进的进步，十几岁就已才华出众，声名远扬。但是生逢乱世，又加幼年仓皇失母的离散之痛不绝于胸，因此他无意于建功立业，拒绝了朋友的极力举荐，只是以纵情诗酒、游乐山水为己事。这条人生道路的选择，使世间少了一位谨小慎微的官宦，却诞生了一位流芳至今的文学大家。白朴曾到各地漫游，两次到过大都（今北京），还游历了顺天（今保定一带）、寿春（今安徽寿县）、怀州（今河南沁阳）等地。与许多才子名流优游于诗酒之间，这些人多为当时有名的杂剧或散曲作家，而白朴的创作也就是在这时开始的。,,《摸鱼子五首》,,,,望参差、冶城烟树。故人知在琳宇。绣衣来就论文饮，随意割鸡炊黍。欢乐处。忘尔汝。清谈况有神仙侣。一杯缓举。放远目增明，遥岑出翠，俯仰几今古。红尘梦，不到丹台紫府。寻真偶得佳趣。两株翠柏参天起，千亩渭川烟雨。君已许。向此地结亭，为我开窗户。朝来暮去。待细揽烟霞，平分风月，挥洒锦囊句。,思,悲
2924,《摸鱼子（问谁歌六朝琼树）》,637,白朴,元,元,,词,,在白朴的成长过程中，有一个人对他起过相当重要的影响，这就是元好问。1233年南京被攻陷后，一片喊杀声中元好问抱着被他视为“元白通家旧，诸郎独汝贤”的神童白朴逃出京城，自此，白朴有很长一段时间生活在他身边。白朴自幼聪颖好学，这时又有大学问家元好问的悉心指导，因此他的学业取得突飞猛进的进步，十几岁就已才华出众，声名远扬。但是生逢乱世，又加幼年仓皇失母的离散之痛不绝于胸，因此他无意于建功立业，拒绝了朋友的极力举荐，只是以纵情诗酒、游乐山水为己事。这条人生道路的选择，使世间少了一位谨小慎微的官宦，却诞生了一位流芳至今的文学大家。白朴曾到各地漫游，两次到过大都（今北京），还游历了顺天（今保定一带）、寿春（今安徽寿县）、怀州（今河南沁阳）等地。与许多才子名流优游于诗酒之间，这些人多为当时有名的杂剧或散曲作家，而白朴的创作也就是在这时开始的。,,《摸鱼子五首》,,,,"问谁歌、六朝琼树。当年春满庭宇。歌残夜月西风起，吹动一川禾黍。愁绝处。汝。姑苏麋鹿成群侣。清樽谩举。对淡淡长空，萧萧乔木，慷慨吊今古。
生平苦。走遍南州北府。年来颇得幽趣。绿蓑青笠浑无事，醉卧一天风雨。秋几许。沙渚上，渔樵小隐随编户。扁舟脱去。望绮散余霞，江澄净练，还爱谢公句。",悲,思
3872,《望同泰寺浮图》,94,萧纲,南朝,梁,,五言古体诗,,,,,,同泰寺,,遥看官佛图，带璧复垂珠。烛银逾汉汝，宝铎迈昆吾。日起光芒散，风吟宫徵殊。露落盘恒满，桐生凤不雏。飞幡杂晚虹，画鸟狎晨凫。梵世陵空下，应真蔽景趋。帝马咸千辔，天衣尽六铢。意乐开长表，多宝现金躯。能令苦海渡，复使慢山逾。愿能同四忍，长当出九居。,乐,思
80,《秋日》,65,孙绰,东晋,东晋,,五言古体诗,,,,,,,,"萧瑟仲秋月，飂戾风云高。
山居感时变，远客兴长谣。
疏林积凉风，虚岫结凝霄。
湛露洒庭林，密叶辞荣条。
抚菌悲先落，攀松羡后凋。
垂纶在林野，交情远市朝。
淡然古怀心，濠上岂伊遥。",思,乐
3525,《游秦淮》,421,秦大士,清,清,,七言律绝,,,,,,,,金粉飘零野草新，女墙日夜枕寒津。兴亡莫漫悲前事，淮水而今尚姓秦。,悲,思
671,《江令宅》,719,刘禹锡,唐,唐,,七言律绝,,,,,,,,南朝词臣北朝客，归来唯见秦淮碧。池台竹树三亩馀，至今人道江家宅。,思,乐
797,《渔父》,710,李煜,南唐,南唐,,词,,这是一首题画词，具体创作时间不详。是词人为南唐内供名画家卫贤绘制的《春江钓叟图》所题。,写渔父的快乐逍遥，题画抒怀，借景寓意。,《春江钓叟图》,卫贤,,,"浪花有意千里雪，桃花无言一队春。一壶酒，一竿身，快活如侬有几人。
一棹春风一叶舟，一纶茧缕一轻钩。花满渚，酒满瓯，万顷波中得自由。",悲,思
854,《江上》,768,王安石,宋,北宋,,七言律绝,,王安石来到长江边，观赏茫茫江面上风云变幻、千帆隐映的景象，创作了七绝《江上》，表达出萧散恬淡的心绪。,诗作开头两句描写泛舟江上所见到的景象，后面两句从云转到江边的青山，曲曲折折的青山象是挡住了诗人前行的去路。诗人正在疑惑之时，远处忽隐忽现的点点帆影映入眼帘，这是一幅令人内心激动和振奋的画面。,,,长江,,"江北秋阴一半开，晓云含雨却低回。
青山缭绕疑无路，忽见千帆隐映来",喜,思
875,《千秋岁》,793,辛弃疾,宋,南宋,,词,干道六年（1170）,时任建康留守的史正志，有志恢复，大力修筑城垣，整治地方胜迹，颇有作为。辛弃疾曾于酒席上赋写壮词豪句，在对史正志的期许中寄寓自己的抗金大志。,夸赞史帅重新修筑金陵城垣，着力抗击金兵入侵。他寄希望于史帅“从容帷幄去，整顿乾坤了”，完成抗金复国的大业，这就提升了寿词的精神格调。,,史正志,建康府,,塞垣秋草。又报平安好。尊俎上，英雄表。金汤生气象，珠玉霏谭笑。春近也，梅花得似人难老。莫惜金尊倒。凤诏看看到。留不住，江东小。从容帷幄去，整顿乾坤了。千百岁，从今尽是中书考。,忧,怒
1595,《燕子矶怀古》,599,龚贤,明,明末;清初,,七言律诗,,临景感怀故国。,,,,燕子矶,,断碣残碑谁勒铭，六朝还见草青青。天高风急雁归塞，江回月明人倚亭。忆昔覆亡城已没，到今荒僻路难经。春衣湿尽伤心泪，赢得渔歌一曲听。,悲,思
1603,《乙酉除夕》,593,顾梦游,明,明末;清初,,七言律诗,,,,,,,,青萤灯火不成欢，薄醉微吟强自宽。何意有家还卒岁？久知无地可垂竿。壮心真共残更尽，泪眼重将旧历看。同学少年休问讯，野人今已掷儒冠。,悲,忧
1827,《古树》,327,杜濬,清,明末;清初;清中,,五言律诗,,,,,,,,"为四明丘氏作。李杲堂记云，家亦有古楝树，与丘松柏相望。
闻道三株树，峥嵘古至今。
松知秦历短，柏感汉恩深。
用尽风霜力，难移草木心。
孤撑休抱恨，苦楝亦成阴。",悲,思
1920,《白下》,351,顾炎武,清,明末;清初;清中,,七言律诗,,,,,,,,白下西风落叶侵，重来此地一登临。清笳皓月秋依垒，野烧寒星夜出林。万古河山应有主，频年戈甲苦相寻。从教一掬新亭泪，江水平添十丈深。,思,悲
2095,《冬夜》,399,林古度,清,清,,七言律绝,,,描写作者在寒冷冬夜的感受，贫困交加让他感慨万千，孤独的感受在这样悲惨的里被加重。,,,,,老来贫困实堪嗟，寒气偏归我一家。无被夜眠牵破絮，浑如孤鹤入芦花。,悲,思
2153,《燕子矶舟中作》,591,钱谦益,清,清,,七言律绝,,作者既不愿殉身明朝，又不能反抗清朝，壮年的理想无法实现，只得将满腔悲愤、无奈寄于山水。,作者在国破家亡、仕途受挫后的无可奈何。,,,,,舞风矶燕如赤尾，吹浪江豚也白头。水阔天高愁骋望，寻思但是莫登楼。,思,悲
2488,《金陵杂感》,508,赵执信,清,清,,七言律绝,,这是一首咏史诗。当年李自成起义军进了北京，明朝崇祯帝自缢煤山，福王朱由崧在南京即位，建年号为弘光。诗就从这弘光朝深宫情事起笔，宫女们正在排练传奇《燕子笺》，随着作者的笔锋，只见舞殿冷袖，莺声呖呖，一个“弄”字，活画出一幅深宫淫乐图。佞臣、宫女们以此卖弄声色，迷惑昏君，以此邀宠。那么究竟谁是弄歌喉的主角?出人意料的竟是兵部尚书阮大铖。阉党魏忠贤的余孽阮大铖，勾结当朝丞相马士英，攫取军国大权，排挤忠良，重兴党狱，妄图结欢清兵，偏安江左。阮大铖竭尽谗媚之能事，自作传奇《燕子笺》一部呈献弘光帝，在宫中选优敷演。,这首诗摄取典型人物典型事例叙写南明历史悲剧。诗中好作反语，以幽默辛辣的语言讽刺阮大铖之流的荒淫无度。行文波澜起伏，特别是第三句的转折，将前之荒淫的现实与后之沉痛的结局作了鲜明的对照，结句以历史上最典型的反面人物作对比衬托，诗意更为深远。作者在字里行间不作一句断语，但其愤激之情溢于言表，从中抒发了“兴亡之感”，讽谕之中蕴含着浓厚的感伤情调。,,李自成,,,深宫燕子弄歌喉，粉墨尚书作部头。瞥眼君臣成院本，输他叔宝最风流。,忧,思
3090,《谒金门（风乍起）》,671,冯延巳,南唐,南唐,,词,,"此词是众多以闺怨为题材的作品之一，可能作者另有寄托，但本事不明，创作时间也难以考证。据马令《南唐书》卷二十一的记载，李璟曾责问冯延巳：“吹皱一池春水，干卿何事？”吓得冯延巳只好涎着脸皮说：“未如陛下‘小楼吹砌玉笙寒’。”
由于封建社会妇女无地位，上层社会的妇女依附于男子，女子又禁锢在闺房，精神上很忧郁，这种情况在封建社会相当普遍，因此古典诗歌中写闺阁之怨的也有很多，这种闺怨诗或多或少从侧面反映了妇女的不幸遭遇。",这是一首脍炙人口的怀人小词，主要写贵族女子在春天里愁苦无法排遣和希望心上人到来的情景。其思想内容，跟花间派词人的大多数作品差不多。全词运用细致、委婉而又简练、生动的描写手法，形象地表现了贵族少妇在春日思念丈夫的百无聊赖的景况，反映了她的苦闷心情。,,,,,风乍起，吹皱一池春水。闲引鸳鸯香径里，手挼红杏蕊。斗鸭阑干独倚，碧玉搔头斜坠。终日望君君不至，举头闻鹊喜。,思,悲
3804,《登雨花台》,458,魏禧,明,明,,七言律诗,1663年,作者登雨花台有感而作。,表达了作者的亡国之思。,,,雨花台,,生平四十老柴荆，此日麻鞋拜故京。谁使山河全破碎？可堪翦伐到园陵！牛羊践履多新草，冠盖雍容半旧卿。歌泣不成天已暮，悲风日夜起江生。,悲,思
3888,《游西池》,111,谢混,东晋,东晋,,五言古体诗,,谢混游览丹阳（今江苏丹阳）西池后有感而作。,以洗练传神的笔触描写了西池的风光景物，更以浓重的笔调抒发了诗人对与亲朋好友一起赏心悦目观赏游览的无限向往和留恋。全诗语言清新，对山水景物摹绘细致，在玄言诗风占统治地位的东晋诗坛，堪称领异标新之作。该诗结构自然地分成三段。首四句是写游览之前所想。从“逍遥越城肆”到“徙倚引芳柯”为第二部分，经西池之游。第三段，抒发游西池的感悟。从这首诗可以看出，谢混笔下的山水已不是孙绰那样以玄理生搬硬套山水，而真正体现了人们把有限生命消溶于永恒自然所产生的快慰与悟性。全诗语言清新，对山水景物摹绘细致，在玄言诗风占统治地位的东晋诗坛，堪称领异标新之作。,《世说新语》,,西池,谢混游西池,"悟彼蟋蟀唱，信此劳者歌。
有来岂不疾，良游常蹉跎。
逍遥越城肆，愿言屡经过。
回阡被陵阙，高台眺飞霞。
惠风荡繁囿，白云屯曾阿。
景昃鸣禽集，水木湛清华。
褰裳顺兰沚，徙倚引芳柯。
美人愆岁月，迟暮独如何？
无为牵所思，南荣诫其多。",思,悲
4112,《龙潭》,0,应物,唐,唐,,七言律诗,,,,,,,,"石激悬流雪满湾，五龙潜处野云闲。
暂收雷电九峰下，且饮溪潭一水间。
浪引浮槎依北岸，波分晓日浸东山。
回瞻四面如看画，须信游人不欲还。",思,乐
4116,《孝陵》,2295,于右任,现当代,现当代,,七言律绝,1904年,此诗为于右任1904年开封脱险亡命沪上过南京时作，时年25岁。,前半记其脱险，基调为庆幸，后半述其南走，感情转为悲愤，四句一气连注，感慨深沉。,,,孝陵,,"虎口余生敢自矜，天留铁汉卜将兴。
短衣散发三千里，亡命南来哭孝陵。",悲,思
4119,《金陵杂感》,266,余怀,清,清,,七言律诗,,明末南京秦淮河上的妙舞清歌，长板桥边的水榭青楼，曾经点缀了一个时代的繁华。崇祯十七年（1644）三月，一场“天崩地坼”的鼎革之变撕碎了这六朝故地的舞衣歌扇，那些“十年南部早知名”（钱谦益《金陵杂题》）的红粉佳人和那些以才子名士自诩的金阊狎客们最终饱尝毁灭的劫难而风流云散。昔日曾经是彻夜笙歌的金粉之地，如今繁华事歇，往事已矣，触目所及，但见一片荒凉破败的惨淡景象。面对此种情景，作为一个亲历了这场兴亡之梦而不胜黍离麦秀之悲的诗人，怎能不伤心惨目、百感交集！余怀的《金陵杂感》正是一篇借六朝盛衰喻现实情事的怀古伤今、寄慨言志之作。,诗的前三联描写青楼歌妓无尽无休地沉醉于管弦歌舞，留连山水风景，实际上揭露了封建君王和士大夫们空虚糜烂的生活及整个社会风气的靡弱衰颓。末联“吴殿金钗梁院鼓，杨花燕子共悠悠”，诗人由奔驰的冥思遐想折回现实，但见杨花飘雪，燕子剪柳，春光骀荡。,,,金陵、秦淮河,,"六朝佳丽晚烟浮，擘阮弹筝上酒楼
小扇画鸾乘雾去，轻帆带雨入江流。
山中梦冷依宏景，湖畔歌残倚莫愁。
吴殿金钗梁院鼓,杨花燕子共悠悠。",思,乐
1046,《青丘子歌》,189,高启,明,明初,,乐府诗,1358/1360/1370年,,在这首长歌中自状其耽于吟咏之狂态，心与物游之妙趣。此诗继承李白、李贺诗歌特点，发挥丰富想象和夸张，以清高的节操，表达作者对理想的追求和对权贵的蔑视。,,,,,"江上有青丘，予徙家其南，因自号青丘子。闲居无事，终日苦吟，间作《青丘子歌》言其意，以解诗淫之嘲。
青丘子，癯而清，本是五云阁下之仙卿。
何年降谪在世间，向人不道姓与名。
蹑屩厌远游，荷锄懒躬耕。
有剑任锈涩，有书任纵横。
不肯折腰为五斗米，不肯掉舌下七十城。
但好觅诗句，自吟自酬赓。
田间曳杖复带索，傍人不识笑且轻，谓是鲁迂儒、楚狂生。
青丘子闻之不介意，吟声出吻不绝咿咿鸣。
朝吟忘其饥，暮吟散不平。
当其苦吟时，兀兀如被酲。
头发不暇栉，家事不及营。
儿啼不知怜，客至不果迎。
不忧回也空，不慕猗氏盈。
不惭被宽褐，不羡垂华缨。
不问龙虎苦战斗，不管乌兔忙奔倾。
向水际独坐，林中独行。
斫元气，搜元精，造化万物难隐情。
冥茫八极游心兵，坐令无象作有声。
微如破悬虱，壮若屠长鲸。
清同吸沆瀣，险比排峥嵘。
霭霭晴云披，轧轧冻草萌。
高攀天根探月窟，犀照牛渚万怪呈。
妙意俄同鬼神会，佳景每与江山争。
星虹助光气，烟露滋华英。
听音谐韶乐，咀味得大羹。
世间无物为我娱，自出金石相轰铿。
江边茅屋风雨晴，闭门睡足诗初成。
叩壶自高歌，不顾俗耳惊。
欲呼君山老父，携诸仙所弄之长笛，和我此歌吹月明。
但愁欻忽波浪起，鸟兽骇叫山摇崩。
天帝闻之怒，下遣白鹤迎。
不容在世作狡狯，复结飞佩还瑶京。",悲,思
853,《书湖阴先生壁》,768,王安石,宋,北宋,,七言律绝,,杨骥（字德逢，号湖阴先生）是王安石退居金陵时经常过从的友人。王安石对他的人品极为欣赏，《书湖阴先生壁》题写在杨骥家的墙壁之上。,诗歌开头两句描写杨家庭院的清幽明净，可以看出湖阴先生悠闲清静的生活状态。接下来，两句拟人，显示了水的温柔，更表现出“两山排闼”的清新鲜活的生机和蓬勃旺盛的活力。,,杨骥,杨骥故居,,"茅檐长扫静无苔，花木成畦手自栽。
一水护田将绿绕，两山排闼送青来。",喜,乐
938,《幕府山》,804,杨备,宋,北宋,,七言律绝,,庆历中为尚书虞部员外郎，分司南京。,由眼前的平芜远树，怀想六代繁华，抒发出盛衰沧桑的慨叹。,,,幕府山,,"六代繁华一瞬间，平芜远树不胜间。
倚楼天暝云如幕，知是琅琊幕府山。",乐,喜
1205,《幕府山》,219,乔宇,明,明中,,七言律诗,,,着力渲染秋高气爽、山水雄旷的景象，笔力豪健，气势恢宏。最后一联直抒胸臆，尽显诗人豪迈旷达的非凡气魄。,,,幕府山,,"绿江村落带林泉，幕府秋晴爽气高。
苍岭烟岚开日驭，紫宵宫阙泻银涛。
地达多景诗无暇，客是同心与亦豪。
道眼向来谁了了，笑真仅海一鸿毛。",思,乐
3733,《书湖阴先生壁（二首其一）》,768,王安石,宋,北宋,,七言律绝,作者晚年居半山园时所作,作者晚年居半山园时与杨德逢为邻。,写杨德逢所居，绿水青山如画。,,杨德逢,,,茅檐长扫净无苔，花木成畦手自栽。一水护田将绿绕，两山排闼送青来。,乐,喜
791,《清平乐（别来春半）》,710,李煜,南唐,南唐,,词,约972年,公元971年秋，李煜派弟弟李从善去宋朝进贡，被扣留在汴京。974年，李煜请求宋太祖让从善回国，未获允许。李煜思念之深，常常痛哭。陆永品认为这首词有可能是从善入宋的第二年春天，李煜为思念他而作的。,表现了作者在恼人的春色中，触景生情，思念离家在外的亲人的情景。全词以离愁别恨为中心，线索明晰而内蕴，上下两片浑成一体而又层层递进，感情的抒发和情绪的渲染都十分到位。,,李从善,汴京,,"别来春半，触目柔肠断。砌下落梅如雪乱，拂了一身还满。
雁来音信无凭，路遥归梦难成。离恨恰如春草，更行更远还生。",悲,思
612,《闻王昌龄左迁龙标遥有此寄》,695,李白,唐,唐,,七言律绝,,,,,王昌龄,扬州、夜郎,王昌龄被贬,杨花落尽子规啼，闻道龙标过五溪。我寄愁心与明月，随风直到夜郎西。,思,悲
1642,《圆圆曲》,244,吴伟业,明,明末;清初,,乐府诗,顺治九年（1652年）,陈圆圆曾入宫，后为崇祯帝田贵妃之父田弘遇所得，又转赠给辽东总兵、平西伯吴三桂为妾。李自成农民起义军攻占北京，陈圆圆被俘。吴三桂出于私恨，遂引清兵入关，反攻北京，复得陈圆圆。吴伟业为明朝的榜眼，曾任翰林院编修，他憎恨吴三桂引狼入室，于是写了讽刺吴三桂的《圆圆曲》。,此诗通过明末清初名妓陈圆圆与吴三桂的聚散离合，反映了明末清初一系列重大的历史事件，委婉曲折地谴责了吴三桂的叛变行为。全诗巧妙地将吴三桂、陈圆圆同吴王夫差、西施联系起来，同时又运用不少史书典故入诗，从而使诗篇笼罩了一种深沉的历史感。,《吴梅村集》,陈圆圆,,,鼎湖当日弃人间，破敌收京下玉关，恸哭六军俱缟素，冲冠一怒为红颜。红颜流落非吾恋，逆贼天亡自荒宴。电扫黄巾定黑山，哭罢君亲再相见。相见初经田、窦家，侯门歌舞出如花。许将戚里箜篌伎，等取将军油壁车。家本姑苏浣花里，圆圆小字娇罗绮。梦向夫差苑里游，宫娥拥入君王起。前身合是采莲人，门前一片横塘水。横塘双桨去如飞，何处豪家强载归。此际岂知非薄命，此时唯有泪沾衣。薰天意气连宫掖，明眸皓齿无人惜。夺归永巷闭良家，教就新声倾坐客。坐客飞觞红日暮，一曲哀弦向谁诉?白晰通侯最少年，拣取花枝屡回顾。早携娇鸟出樊笼，待得银河几时渡?恨杀军书抵死催，苦留后约将人误。相约恩深相见难，一朝蚁贼满长安。可怜思妇楼头柳，认作天边粉絮看。遍索绿珠围内第，强呼绛树出雕阑。若非壮士全师胜，争得蛾眉匹马还?蛾眉马上传呼进，云鬟不整惊魂定。蜡炬迎来在战场，啼妆满面残红印。专征萧鼓向秦川，金牛道上车千乘。斜谷云深起画楼，散关月落开妆镜。传来消息满江乡，乌桕红经十度霜。教曲伎师怜尚在，浣纱女伴忆同行。旧巢共是衔泥燕，飞上枝头变凤凰。长向尊前悲老大，有人夫婿擅侯王。当时只受声名累，贵戚名豪竞延致。一斛明珠万斛愁，关山漂泊腰肢细。错怨狂风飏落花，无边春色来天地。尝闻倾国与倾城，翻使周郎受重名。妻子岂应关大计?英雄无奈是多情。全家白骨成灰土，一代红妆照汗青。君不见馆娃初起鸳鸯宿，越女如花看不足。香径尘生乌自啼，屧廊人去苔空绿。换羽移宫万里愁，珠歌翠舞古梁州。为君别唱吴宫曲，汉水东南日夜流!,悲,思
3457,《登赏心亭》,729,陆游,宋,南宋,,七言律诗,宋孝宗淳熙五年（1178年）,陆游奉召从四川回临安，是年二月，他离开成都，沿长江东下，于秋天路过建康。这首诗就是他登赏心亭眺望四周景色，回首生活历程，忧国感怀而作。,这首诗先写景后抒情，层次安排十分清楚：前四句自述“乘兴东游”，离开三峡来到金陵观景；后四句铺写金陵之景，就此达“孤臣”的“忧时意”。,《剑南诗稿》,,赏心亭,,蜀栈秦关岁月遒，今年乘兴却东游。全家稳下黄牛峡，半醉来寻白鹭洲。黯黯江云瓜步雨，萧萧木叶石城秋。孤臣老抱忧时意，欲请迁都泪已流。,思,悲
1594,《与费密登清凉台》,599,龚贤,明,明末;清初,,五言律诗,,国家覆亡，作为遗民，龚贤内心充满沉郁、忧伤的情绪，登台远眺故国，辽阔浩渺的大江景色，使心境不由为之一旷，在如此审美的感怀中使激愤的心情平静下来。,台高出城阙，一望大江开”诗意创作的诗意画作品，作龚贤与友人费密登台远眺的情形。,,,清凉台,,与尔倾杯酒，闲登山上台。台高出城阙，一望大江开。日入牛羊下，天空鸿雁来。六朝无废址，满地是苍苔。,思,乐
3343,《望江梅（闲梦远）（二首）》,710,李煜,南唐,南唐,,词,975年后,李煜亡国被囚汴京。,"其一
这首词也是李煜亡国入宋后的作品，借梦境写故国春色，表达了囚居生活中的故国情思和现实痛楚。
其二
这首词是李煜同调二首词的第二首，与第一首同调词联章，首句相同，但分写“春”“秋”不同景色。",《李璟李煜词》,詹安泰,汴京,李煜亡国被囚汴京,"其一
闲梦远，南国正芳春。
船上管弦江面绿，满城飞絮滚轻尘，忙杀看花人。
其二
闲梦远，南国正清秋。
千里江山寒色远，芦花深处泊孤舟，笛在月明楼。",思,悲
3808,《春江花月夜词》,782,温庭筠,唐,唐,,七言古体诗,,,讽隋炀帝效法陈后主骄奢淫逸以至亡国。,《玉树后庭花》,陈后主、隋炀帝,秦淮河,,玉树歌阑海云黑，花庭忽作青芜国。秦淮有水水无情，还向金陵漾春色。杨家二世安九重，不御华芝嫌六龙。百幅锦帆风力满，连天展尽金芙蓉。珠翠丁星复明灭，龙头劈浪哀笳发。千里涵空澄水魂，万枝破鼻飘香雪。漏转霞高沧海西，颇黎枕上闻天鸡。鸾弦代雁曲如语，一醉昏昏天下迷。四方倾动烟尘起，犹在浓香梦魂裹。后主荒宫有晓莺，飞来只隔西江水。,喜,乐
4167,《玄武湖》,280,朱孟震,明,明,,七言律诗,,,描写了玄武湖春景，将玄武湖春景写的神韵俱足，表达了诗人对玄武湖的深厚感情，赞美之意，向往之情。,,,玄武湖,,"武湖头春可怜,绕堤花柳媚遥天。风微凫鹭参差下,日丽楼台柴翠连。龙气深秋晴似雨,马蹄芳草暖浮烟。白云自是神仙署,谁道蓬莱弱水边。",喜,乐
595,《金陵晚望》,673,高蟾,唐,唐,,七言律绝,,,借对六朝古都金陵的感慨，抒发对晚唐现实的忧虑。,,,金陵,,曾伴浮云归晚翠，犹陪落日泛秋声。世间无限丹青手，一片伤心画不成。,悲,思
620,《登梅岗望金陵，赠族侄高座寺僧中孚》,695,李白,唐,唐,,五言古体诗,,,,,谢安、昙始,钟山、金陵,,钟山抱金陵，霸气昔腾发。天开帝王居，海色照宫阙。群峰如逐鹿，奔走相驰突。江水九道来，云端遥明没。时迁大运去，龙虎势休歇。我来属天清，登览穷楚越。吾宗道门秀，特异鸾凤骨。众星罗青天，明者独有月。冥居顺生理，草木不剪伐。烟窗引蔷薇，石壁老野蕨。吴风谢安屐，白足傲履袜。几宿一下山，萧然忘干谒。谈经演金偈，降鹤舞海雪。时闻天香来，了与世事绝。佳游不可得，春风惜远别。赋诗留岩屏，千载庶不灭。,乐,悲
3117,《晚出燕子矶东下》,599,龚贤,明,明,,五言律诗,,这首诗是作者定居金陵后不久所作，故自称“为客久”“到家愁”,诗中远岫、夕阳、中流一舸，自是画家手笔。末二句翻用柳永“今宵酒醒何处”词意，而境界更开阔，有苍茫之感。,,,燕子矶,,"江天忽无际，一舸在中流。远岫已将没，夕阳犹未收。
自怜为客惯，转觉到家愁。别酒初醒处，苍烟下白鸥。",悲,思
3210,《登报恩寺塔绝顶》,374,黄之隽,清,清,,五言律诗,,,,,,报恩塔、长安、雁塔,,到眼无埃壒，苍茫入素秋。万家斜照外，千古大江流。金碧翔霄表，虬龙压石头。长安称雁塔，此亦旧皇州。,乐,悲
3368,《古银杏行并序》,2332,林散之,现当代,现当代,,七言古体诗,1945年秋,惠济寺位于南京市浦口区汤泉街道北，始建于南朝，寺内现存遗物有础石、碑刻、古井及三株古银杏古银杏树树龄皆在千年以上，相传为南朝萧梁太子萧统手植。,诗人以长达36句的歌行体，引人入胜又相当准确地记录其自然形貌和历史由来，以及相关的传说掌故，咏叹此“稀世祥瑞”的强大生命力与出类拔萃的高风亮节，追踪前贤足迹，启迪后昆遐思，实为颂扬金傻物华天宝与两浦乡土文化的一首力作,,萧统,惠济寺,南朝刘宋时，武帝刘裕万乘来游；萧梁时，昭明太子萧统曾在此读书。,"卅四年秋，偕汉吾、季仲由狮子林至汤泉惠济寺，访所谓银杏者。树凡三本，大可十二人围，小亦七八人围，相传南唐时物，或曰北宋物也。爰鉤其约略，并长句存之。汤泉镇阴惠济寺，中有银杏希世瑞。于寺东隅奇生一，于寺西陬偶生二。长者巍巍伯氏行，仲者雍穆拱名次。修容叔氏更奇特，岸然离立耸孤志。怒枝高亚力撑天，繁荫宓勃香萝地。肉死皮皴蚀冻雨，乳垂子落滴寒翠。荒渺幽迥忘岁年,生不南唐定宋季。可怜莘老与熙载,不能详此入碑记。忆昔寺蒙恩宠赐，昭明游息之所寄。良夜几闻读书声，芳园时发春草思。星移世易人物换，独余老木煦生意。千年俄顷真如醉，邯郸惊醒卢生睡。樗散幸为无用材，斧斤乃不遭妒忌。古干人谁三代器，破瓦心惊九朝事。黄蒿芃芃跳狐狸，青磷隐隐号魑魅。菀枯空作身世悲，兴亡屡下山河泪。前之览者知凡几，后之览者又将至。我今对树发长叹，苦留怀古几行字。",悲,思
